text,length,ind,aspects,polarities
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,1,0,food,negative
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",2,0,food,negative
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,1,0,anecdotes/miscellaneous,neutral
"I am Indian, and I have tried many Indian places in NY.",1,0,anecdotes/miscellaneous,neutral
We had champagne and caviar and felt like princesses!,1,0,food,positive
The wine list is also really nice.,1,0,food,positive
The aesthetics of this place are like an airport lounge.,1,0,ambience,negative
Murray won't do it.,1,0,service,negative
"The food is outstanding and the service is quick, friendly and very professional.",2,0,food,positive
service was efficient courteous.,1,0,service,positive
"The entree was bland and small, dessert was not inspired.",1,0,food,negative
Mermaid Inn is an overall good restaurant with really good seafood.,2,0,anecdotes/miscellaneous,positive
Very good value,1,0,anecdotes/miscellaneous,positive
I've been several times and am totally smitten.,1,0,anecdotes/miscellaneous,positive
Dahkin also offers prix fixe lunch and buffet.,1,0,food,neutral
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,1,0,anecdotes/miscellaneous,neutral
THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,1,0,anecdotes/miscellaneous,positive
"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.",1,0,anecdotes/miscellaneous,neutral
"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",1,0,service,positive
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,1,0,food,positive
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",3,0,food,positive
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~dollar 55.00, not including tip.",2,0,food,neutral
It was wonderful.,1,0,anecdotes/miscellaneous,positive
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,1,0,food,negative
now if they could only get a toaster.,1,0,anecdotes/miscellaneous,negative
yourself a favor and have dinner here and see if you dont agree with me.,1,0,anecdotes/miscellaneous,positive
"Get your food to go, find a bench, and kick back with a plate of dumplings.",1,0,anecdotes/miscellaneous,positive
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,2,0,service,negative
The pickles were great addition.,1,0,food,positive
One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,1,0,anecdotes/miscellaneous,positive
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",1,0,anecdotes/miscellaneous,positive
I'm not picky - but it was actually gross.,1,0,food,negative
"The dollar 300 bill was a bit steep, but the experience was great.",1,0,price,negative
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",2,0,food,positive
It takes forever to get a drink and they almost always forget to bring something  although they dont forget to charge you for it.,1,0,service,negative
Look elsewhere.,1,0,anecdotes/miscellaneous,negative
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",1,0,food,positive
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,1,0,anecdotes/miscellaneous,positive
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",3,0,food,positive
The service was ok.,1,0,service,neutral
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,2,0,food,positive
Enjoy!,1,0,anecdotes/miscellaneous,positive
"Looking from the outside in, one would hesitate to enter this hole in the wall  really, that's what it is .",1,0,ambience,negative
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,1,0,food,neutral
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",1,0,food,positive
All the food was hot tasty.,1,0,food,positive
Its an excellent place to relax and the food is one of the best in the city of New York.,2,0,food,positive
"Do not get the Go Go Hamburgers, no matter what the reviews say.",1,0,food,negative
It is the best hidden spot there and I rave about it to everyone.,1,0,anecdotes/miscellaneous,positive
This has got to be one of the most overrated restaurants in Brooklyn.,1,0,anecdotes/miscellaneous,negative
Save yourself the time and trouble and skip this one!,1,0,anecdotes/miscellaneous,negative
I have been coming to this neighborhood spot for years.,1,0,anecdotes/miscellaneous,neutral
This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.,1,0,anecdotes/miscellaneous,positive
For sure i will keep coming back because i feel really this restaurant deserves.,1,0,anecdotes/miscellaneous,positive
I've eaten at many different Indian restaurants.,1,0,anecdotes/miscellaneous,neutral
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",1,0,anecdotes/miscellaneous,neutral
I plan on stopping by next week as well.,1,0,anecdotes/miscellaneous,positive
i went to utsav about a yr ago with my family.,1,0,anecdotes/miscellaneous,neutral
Not worth it.,1,0,anecdotes/miscellaneous,negative
Will give it another chance before I write it off.,1,0,anecdotes/miscellaneous,neutral
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",2,0,food,positive
"Not only is the cuisine the best around, the service has always been attentive and charming.",2,0,food,positive
Love Pizza 33..,1,0,anecdotes/miscellaneous,positive
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",2,0,food,negative
All pretty good.,1,0,anecdotes/miscellaneous,positive
Good luck getting a table.,1,0,anecdotes/miscellaneous,negative
I cannot imagine better Indian food in all of the city.,1,0,food,positive
My roommate and I LOVE this place.,1,0,anecdotes/miscellaneous,positive
Will have to return to try the chocolate!,1,0,anecdotes/miscellaneous,neutral
Ess-A-Bagel  either by Sty-town or midtown  is by far the best bagel in NY.,1,0,food,positive
"Hopefully next time, I will save room for dessert.",1,0,food,neutral
"Oh, don't even let me start with how expensive the bills were!",1,0,price,negative
"If that's a problem, go to McDonald's and destroy your insides.",1,0,anecdotes/miscellaneous,negative
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",3,0,food,positive
Amma is nothing special.,1,0,anecdotes/miscellaneous,negative
And the prices were way to high for what you get.,1,0,price,negative
for out-of-towners who will get a big thrill out of the location!,1,0,anecdotes/miscellaneous,positive
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,2,0,ambience,positive
I started out with a Bombay beer which was big enough for two.,1,0,food,positive
i dont how this place is still running.,1,0,anecdotes/miscellaneous,negative
The owner truly caters to all your needs.,1,0,service,positive
The food is nothing like its menu description.,1,0,food,negative
A hearty two thumbs up!,1,0,anecdotes/miscellaneous,positive
I go twice a month!,1,0,anecdotes/miscellaneous,neutral
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,2,0,anecdotes/miscellaneous,positive
"First off, the waitress was completely unattentive the 2 times we saw her odd in a restaurant with 6 tables  and got our order wrong.",1,0,service,negative
We didn't get drink refills and she didn't even offer us the option of dessert.,1,0,service,negative
It's just O.K. pizza.,1,0,food,neutral
Horrible food and Horrible service.,2,0,food,negative
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",1,0,food,negative
It's called Gnochi alla nona and is found under Chef Specials.,1,0,food,neutral
We got in line and were served while in line a bannan fritter.,1,0,anecdotes/miscellaneous,neutral
Knowledge of the chef and the waitress are below average.,2,0,service,negative
I just wonder how you can have such a delicious meal for such little money.,2,0,price,positive
"It's really a takeaway place, I wouldn't sit if I could take it home.",1,0,anecdotes/miscellaneous,neutral
My friends and I were on vacation in NY and was referred to Chance by a friend.,1,0,anecdotes/miscellaneous,neutral
