aspects,polarities,text,length,ind
['anecdotes/miscellaneous'],['positive'],Keep up the good work guys!,1,0
['ambience'],['neutral'],also make sure you pay attention to the music being piped in - quite a weird selection.,1,0
['food'],['negative'],"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",1,0
['food'],['positive'],I think I've had some the best meals of my life at minnow.,1,0
['service'],['positive'],"Again, the waitress was awesome.",1,0
['food'],['positive'],"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",1,0
['service'],['negative'],"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",1,0
['anecdotes/miscellaneous'],['neutral'],We visited Orsay during NY Restaurant Week and tried their dollar 35 menu.,1,0
['anecdotes/miscellaneous'],['negative'],"I actually gave Patroon another chance before writing this, but the second visit was even worse.",1,0
['anecdotes/miscellaneous'],['neutral'],I'd call it an 'italian dinner'.,1,0
['anecdotes/miscellaneous'],['positive'],Katz's deli is a great NY experience.,1,0
['anecdotes/miscellaneous'],['positive'],Tuk Tuk is one of the rare choices for me to go in Brooklyn.,1,0
['anecdotes/miscellaneous'],['negative'],My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,1,0
"['service', 'food']","['negative', 'negative']",And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,2,0
['food'],['positive'],"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",1,0
['anecdotes/miscellaneous'],['positive'],I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.,1,0
['food'],['positive'],As always we had a great glass of wine while we waited.,1,0
['food'],['positive'],"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",1,0
['food'],['positive'],The specials are usually quite good too.,1,0
"['food', 'price']","['positive', 'positive']",The Prix Fixe menu is worth every penny and you get more than enough  both in quantity AND quality .,2,0
['anecdotes/miscellaneous'],['neutral'],Took my sister here before attending a show one evening.,1,0
['anecdotes/miscellaneous'],['positive'],Overall I would recommend it and go back again.,1,0
['anecdotes/miscellaneous'],['positive'],We were very pleasantly surprised.,1,0
['anecdotes/miscellaneous'],['positive'],I really liked this place.,1,0
['food'],['positive'],Decent wine selection too.,1,0
['anecdotes/miscellaneous'],['neutral'],This was on a Tuesday night.,1,0
['price'],['positive'],"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",1,0
['anecdotes/miscellaneous'],['positive'],I loved this place!!,1,0
['anecdotes/miscellaneous'],['neutral'],"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",1,0
['food'],['positive'],"Their sushi, Kamikaze and other Rolls are fresh and well presented.",1,0
['food'],['positive'],"In fact, two people could really share one plate.",1,0
['service'],['positive'],"They treat me like family, morning and night.",1,0
"['food', 'service']","['positive', 'positive']",The food is delicious and beautifully prepared along with the friendly and personable service.,2,0
['anecdotes/miscellaneous'],['neutral'],Leave the kids at home!,1,0
['anecdotes/miscellaneous'],['neutral'],Went with mommy  the only person who could afford taking me here .,1,0
"['food', 'ambience']","['positive', 'positive']",delicious simple food in nice outdoor atmosphere.,2,0
['anecdotes/miscellaneous'],['negative'],Not what I wanted to hear.,1,0
['anecdotes/miscellaneous'],['positive'],I would go back.,1,0
['food'],['positive'],I really recommend the very simple Unda  Egg  rolls.,1,0
['food'],['positive'],great place to go for a drink too because they have 100 kinds of beer.,1,0
['food'],['neutral'],"It's not mind-blowing, but to me, thai food never is and never will be.",1,0
['service'],['negative'],"We could not catch our waiter's eye, and he ignored us.",1,0
['anecdotes/miscellaneous'],['neutral'],There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,1,0
['food'],['neutral'],"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",1,0
['ambience'],['positive'],Metrazur has a beautiful spot overlooking the main terminal.,1,0
['anecdotes/miscellaneous'],['negative'],Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,1,0
['food'],['neutral'],Usually 3 vs. 4 items per dish.,1,0
['anecdotes/miscellaneous'],['positive'],Everyone I bring here always loves it.,1,0
['service'],['positive'],"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",1,0
['ambience'],['positive'],"This is such a lovely, peaceful place to eat outside.",1,0
['price'],['neutral'],Moderate prices.,1,0
['service'],['positive'],Scalina Fedeli reminded me why service is so integral to fine dining.,1,0
"['food', 'service']","['positive', 'positive']",The portions are large and the servers always surprise us with a different starter.,2,0
['service'],['negative'],"Besides, when you have bad service, that's less money you have to tip.",1,0
['food'],['negative'],"After we got our sashimi order, I could not believe how small the portions were!",1,0
"['food', 'ambience']","['positive', 'positive']","My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",2,0
['anecdotes/miscellaneous'],['positive'],One of my favorite restaurants in the neighborhood.,1,0
['service'],['positive'],Winnie and her staff are the best crew you can find serving you.,1,0
['price'],['negative'],What a ripoff!,1,0
['anecdotes/miscellaneous'],['negative'],"Don't waste your time, or money!!",1,0
['food'],['negative'],"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",1,0
['anecdotes/miscellaneous'],['positive'],This is the kind of place you'd like to take all your friends to and still keep a secret.,1,0
['service'],['negative'],Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,1,0
['food'],['positive'],"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",1,0
['anecdotes/miscellaneous'],['negative'],"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",1,0
"['service', 'ambience']","['positive', 'positive']",The service is good and the resturant is clean.,2,0
['food'],['positive'],"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",1,0
['anecdotes/miscellaneous'],['positive'],"But people from Sichuan will die for it   - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","The staff was very attentive, the ambience lovely, and the food superb.",3,0
['anecdotes/miscellaneous'],['positive'],I can't wait for the nex time.,1,0
['anecdotes/miscellaneous'],['positive'], Besides that there should be more restaurants like it around the city .,1,0
['price'],['negative'],Not worth the prices.,1,0
['anecdotes/miscellaneous'],['neutral'],"After reading the posts, I was always skeptical to go to The Minnow, despite living in Park Slope.",1,0
['anecdotes/miscellaneous'],['neutral'],I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,1,0
['food'],['positive'],I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,1,0
['ambience'],['negative'],There was no ambiance.,1,0
['food'],['positive'],No gimmicks here -- the food speaks for itself in its freshness and preparation.,1,0
['service'],['positive'],They wouldnt even let me finish my glass of wine before offering another.,1,0
['ambience'],['negative'],"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",1,0
"['anecdotes/miscellaneous', 'price']","['positive', 'positive']",Would recommend this place as a good date spot if you don't want to drop a ton of cash.,2,0
['food'],['positive'],"I found the food to be outstanding, particulary the salmon dish I had.",1,0
['food'],['positive'],I love and I know gourmet food by excellence!,1,0
['service'],['positive'],they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,1,0
['food'],['positive'],Great sushi experience.,1,0
['food'],['positive'],"The steak is good, the fish is good and the sushi was surprisingly great.",1,0
['anecdotes/miscellaneous'],['neutral'],"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",1,0
['food'],['negative'],They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,1,0
['ambience'],['positive'],The ambience is very romantic and definitely a good place to bring a date.,1,0
['service'],['negative'],"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",1,0
['service'],['positive'],"The wait staff is very friendly, if not overly efficient.",1,0
