text,ambience,anecdotes/miscellaneous,food,service,price
The menu is very limited - i think we counted 4 or 5 entrees.,0,0,1,0,0
And you're hungry a few hours later.,0,0,1,0,0
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,0,1,0,0,0
Taj Mahal offeres gret value and great food.,0,0,1,0,1
"The burger was great, also.",0,0,1,0,0
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,0,1,0,0,0
What more can you ask for?,0,1,0,0,0
"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",0,0,1,0,0
I liked the food at this quasi-thai restaurant.,0,0,1,0,0
Jimmy is Dominican!,0,1,0,0,0
Our server checked on us maybe twice during the entire meal.,0,0,0,1,0
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",0,0,1,1,0
Ingredients are organic which is a real plus for me.,0,0,1,0,0
The food is amazing!!!!,0,0,1,0,0
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,0,0,1,0,0
It's all about the food !!,0,0,1,0,0
I have to agree with the previous reviewer.,0,1,0,0,0
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",0,0,0,1,0
"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",0,1,0,0,0
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",0,0,1,1,0
.the best I've found outside of the Chinatown masters.,0,0,1,0,0
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",0,0,0,1,0
"Seriously, this place kicks ass.",0,1,0,0,0
"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",1,0,0,0,0
Interior was so so.,1,0,0,0,0
first it took us a long time to find the place.,0,1,0,0,0
Ciao Bella,0,1,0,0,0
Have frequented 'ino for several years and the food remains excellent.,0,1,1,0,0
I just do not understand what the fuss is all about.,0,1,0,0,0
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",1,0,0,1,0
"The best part of the experience was knowing that the manager  a bubbly, friendly young woman with a great smile  truly cared about how we were doing.",0,0,0,1,0
The food was well prepared and the service impecable.,0,0,1,1,0
"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving  mean while there were boths open all around .",0,0,0,1,0
I ate here a week ago and found most dishes average at best and too expensive.,0,0,1,0,1
They have some great entrees here as well.,0,0,1,0,0
Went inside and I started to get excited.,0,1,0,0,0
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",0,0,1,0,0
I felt as though I were eating in Paris.,1,0,0,0,0
The place itself is beautiful the bar scene seems to be happening.,1,0,0,0,0
"Fresh, authentic, french cuisine in substantial portions.",0,0,1,0,0
The servers give you some sample slices of your order while you wait  shortly I might add .,0,0,0,1,0
You will find yourself returning quite often.,0,1,0,0,0
I drop more dollar bills here than your uncle after a weekend at Scores.,0,1,0,0,0
Some baby pizzas get their wish.,0,0,1,0,0
"Bagels are ok, but be sure not to make any special requests!",0,0,1,0,0
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",0,1,0,0,0
Great atmoshere and worth every bit.,1,0,0,0,0
"Hey, I think dollar 2+ for a 5 block walk ain't bad.",0,1,0,0,0
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,1,1,1,0,0
Food was OK - fish was cooked well.,0,0,1,0,0
They charge different prices all the time.,0,0,0,0,1
The Thai food is good.,0,0,1,0,0
"It is terrific, as is the value.",0,0,1,0,1
You should pass on the calamari.,0,0,1,0,0
The only other steakhouse that seems to hold a candle to Roth's is the Strip House.,0,1,0,0,0
The establishment scores big points in presentation and style.,1,0,0,0,0
They were served warm and had a soft fluffy interior.,0,0,1,0,0
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",0,0,0,1,0
and there's no way out.,0,1,0,0,0
Appetizers are somewhere around dollar 7 each and the main dishes are between dollar 11 and dollar 16.,0,0,0,0,1
"Because of the delicate thin crust, take-out pies get soggy in their boxes.",0,0,1,0,0
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",0,1,0,0,0
I absolutely love this place!!!,0,1,0,0,0
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,0,0,1,0,0
I have been about 4 times and have always had a great meal.,0,0,1,0,0
Go inside and you won't want to leave.,0,1,0,0,0
"dollar 160 for 2 filets, 2 sides, an appetizer and drinks.",0,0,1,0,1
It is simply amazing.,0,1,0,0,0
"Great service, great food.",0,0,1,1,0
I thought this place was totally overrated.,0,1,0,0,0
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",0,0,1,0,0
"Especially liked chicken tikka and the naan, and the dals.",0,0,1,0,0
"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",0,1,0,0,0
I'm not sure why these other reviewers are whining so much.,0,1,0,0,0
This big draw is the all you can sushi here for dollar 19.95!,0,0,0,0,1
They treated us well and the food was extremely fresh and well-prepared.,0,0,1,1,0
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",1,0,0,1,0
"A large is dollar 20, and toppings are about dollar 3 each.",0,0,0,0,1
"The bread and lamb chops I had before the meal were quite good, however.",0,0,1,0,0
"I found it on a cold night, the perfect spot to warm up.",1,0,0,0,0
Terrible experience.,0,1,0,0,0
"Drinks got screwed up, she acted put upon.",0,0,0,1,0
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,0,0,0,0,1
Rosario's is without a doubt one of the greatest pizzerias in existence.,0,1,0,0,0
But who says Murray's is anything about service.,0,0,0,1,0
Much more reasonably priced too!,0,0,0,0,1
"otherwise, good stuff for late nite eats.",0,0,1,0,0
Fresh ingredients and everything is made to order.,0,0,1,0,0
"I will have to say, this Bengali Fast Food joint is clearly my favorite.",0,1,0,0,0
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,0,0,1,0,0
That's why you have to pay more for that.,0,1,0,0,0
Have been several times and it never dissapoints.,0,1,0,0,0
I couldn't reccommend their Godmother pizza any higher.,0,0,1,0,0
Nice place though.,0,1,0,0,0
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,0,1,1,0,0
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's  east side .",0,0,1,0,0
i love the pics of andy warhol when he used to frequent the place  he painted the ballato's sign in the window .,1,0,0,0,0
This place is worth going even if only for their beer.,0,0,1,0,0
"Unfortunately, the food was NOT something to get worked up about.",0,0,1,0,0
"Good, fast service.",0,0,0,1,0
I loving bringing friends here - and I do so every chance I get.,0,1,0,0,0
What's the difference between the two?,0,1,0,0,0
The pizza is yummy and I like the atmoshpere.,1,0,1,0,0
"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",0,1,0,0,0
HIGHLY RECOMMENDED for a first date.,0,1,0,0,0
The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,0,1,0,0,0
Much of the time it seems like they do not care about you.,0,0,0,1,0
"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",0,0,1,0,0
"Service was very good - prompt, attentive and non-intrusive.",0,0,0,1,0
"if this happens, just ask for real naan.",0,1,0,0,0
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,0,0,1,0,0
The bill is approximately dollar 25 for 2 at lunch without drinks.,0,0,0,0,1
Overall a worthwhile experience.,0,1,0,0,0
The appetizers are just OK and the main courses were decidedly subpar.,0,0,1,0,0
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,0,0,1,0,0
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",0,0,1,0,0
"When you want a piece of beef, head on over.",0,0,1,0,0
We were very surprised by how good the food was on our first visit here on a Sunday night.,0,0,1,0,0
Dinner took almost 4 hours without any lag time.,0,1,0,0,0
"The view is spectacular, and the food is great.",1,0,1,0,0
Molto bene!,0,1,0,0,0
I was pretty much full after our fondue appetizer.,0,1,1,0,0
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz  the chilaquiles were awesome!",1,0,1,1,0
"The food arrived 20 minutes after I called, cold and soggy.",0,0,1,1,0
And I've been to many NYC delis.,0,1,0,0,0
But too far east!,0,1,0,0,0
"Anyway, the food is good, the price is right and they have a decent wine list.",0,0,1,0,1
And everytime I go there's a bunch of drunk idiots making a scene out front.,1,0,0,0,0
"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",0,0,1,0,0
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,0,1,0,0,0
"Kind, attentive wait staff.",0,0,0,1,0
"I recommend the garlic shrimp, okra  bindi , and anything with lamb.",0,0,1,0,0
"Best of all is the warm vibe, the owner is super friendly and service is fast.",1,0,0,1,0
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",0,0,1,0,0
I went here with my boyfriend and another couple.,0,1,0,0,0
The menu prices are a bit expensive for what you get in quality and portion size.,0,0,1,0,1
"Just straight up cheap, good food.",0,0,1,0,1
It is thick and slightly soggy.,0,0,1,0,0
The server was really cool and served us our food and drinks with a smile.,0,0,0,1,0
We had a most unpleasant experience at this restaurant.,0,1,0,0,0
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",0,0,1,0,0
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",0,0,1,0,0
"What is even better, is that the prices are very affordable as well, and the food is really good.",0,0,1,0,1
"Great wine list, reasonably priced.--Sara",0,0,1,0,1
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",0,1,0,0,0
They all know you.,0,0,0,1,0
Wine list selection is good and wine-by-the-glass was generously filled to the top.,0,0,1,0,0
There is nothing more pleasant than that.,0,1,0,0,0
This restaurant was way overhyped.,0,1,0,0,0
"If you go to Roth's try to be served by Mike, he is GREAT!!",0,0,0,1,0
This restaurant is such a great place.,0,1,0,0,0
This place is the most Japanese it can ever get.,1,0,0,0,0
Best Reuben sandwich ever!,0,0,1,0,0
A++   The service was good to excellent along with the attitude.,0,0,0,1,0
We were treated with attitude ever since the moment we stepped into the restaurant!,0,0,0,1,0
Just wish they'd expand.,0,1,0,0,0
" dollar 200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks .",0,0,0,0,1
